id,试卷名称,试题简介,word2vec
333,20年10月10日物理练习,"(昆明中考)清晨,一觉醒来,听到窗外各种鸟儿欢快的鸣叫,有经验的人能够从这些声音中分辨出雄鸡、喜鹊、画眉...","[-0.10597073313935348,-0.06419965935250123,0.023637003187711038,0.27894283893207705,0.01176970242522657]"
334,20年10月10日物理练习,"在学习二胡演奏过程中,小明发现琴弦发出声音的音调高低受各种因素的影响,他决定对此进行研究,经过和同学们...","[-0.18234088939304152,0.006471001620714863,-0.01620118075516075,0.25390502812418464,-0.02212455330300145]"
335,20年10月10日物理练习,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.4016285464167595,-0.46903848331421616,0.1404417017940432,-0.0641861667856574,-0.009034206310752779]"
336,20年10月10日物理练习,"公园里正在进行庆“六一”文艺汇演,小朋友的欢呼声传遍整个公园,这反映了声音(填“响度&rdq...","[-0.19523012762268382,0.09805681835860014,0.11974759240235601,0.3069559186697006,-0.1218974980570021]"
337,20年10月10日物理练习,"控制噪声污染是“打造卫生城市,建设春城昆明”的重要举措.居民小区禁止汽车鸣笛是从减 弱噪声;城...","[-0.14106403317834648,-0.20698364433788116,0.29149495420001803,0.2809503646123977,0.07862851582467556]"
338,20年10月10日物理练习,"小枫同学有一次上学迟到了,走到教室门外就听到教室里有敲桌子的声音, 这是根据声音的来判断的;走进教室里,...","[-0.2343377035678081,-0.08880284056067467,0.22792228781010793,0.22695771361822667,-0.002179888765449109]"
339,20年10月10日物理练习,"如图是普通的医学听诊器,它能将声音集中在胶管中传播,这样做减少了声音的分散,增大了声音的_______,这比直...","[-0.06830046668818052,-0.30894822237843816,0.11974302306771278,0.16282043868506496,0.06053352770818905]"
340,20年10月10日物理练习,"在地球上做这样的实验:一人在一根较长的空心钢管的一端敲击一下,另一人在钢管的另一端耳朵贴近管口会听到两...","[-0.226866541391549,0.3271699524484575,0.06682620422604182,0.257817778425912,-0.19061508883411685]"
341,20年10月10日物理练习,"小夏在研究口琴的发声原理时,拆掉了口琴外壳,发现在气孔边分布着长短、厚 薄都不同的一排铜片(如图所示).吹...","[-0.1411728224378418,-0.03013083870014684,0.056301370982758024,0.31652801001275127,0.10751023939387365]"
342,20年10月10日物理练习,"星期天,小明在练小提琴之前需要调整琴弦的松紧程度,他这样做的目的是改变琴声的.悠扬 的琴声吵醒了正在熟睡...","[-0.12494905215377608,-0.15055525535717607,0.1512851275814076,0.2939356453522729,0.039713476765124746]"
343,20年10月10日物理练习,"蔡甸地铁线从蔡甸柏林至黄金口,全长16公里,设站9座,其中7个地下站,2个高架站.计划于2018年 底建成,2019年上...","[-0.12240360109982165,-0.26921959847889165,0.02205395114354112,0.3210750459693372,0.1096278467130932]"
344,20年10月10日物理练习,"甲、乙两物体都做直线运动,通过的路程之比是3∶1,所用的时间之比是2∶3,则甲、乙两物体运动的平均速度之比...","[-0.2561939009465277,-0.2304518644232303,0.08115192604600452,0.27407860331004485,-0.013253930563223548]"
345,20年10月10日物理练习,"在如图所示的斜面上测量小车运动的平均速度.让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.4016285464167595,-0.46903848331421616,0.1404417017940432,-0.0641861667856574,-0.009034206310752779]"
346,20年10月10日物理练习,"古诗云:“姑苏城外寒山寺,夜半钟声到客船.”在古代,人们常用撞钟报时,人们发现:停止了对大钟的撞...","[-0.23298388143025692,0.07777600167762665,-0.10368294375283377,0.5118354264469374,0.05364061590461504]"
347,20年10月10日物理练习,"一辆正在高速公路上行驶的汽车,其速度表如图所示,指针显示汽车速度为  km/h,合  m/s.","[-0.21700741635525927,-0.061837345361709595,0.2211856949964867,0.36725942204322887,0.016589256551335838]"
348,-,(17武汉)下列事例中利用声传递能量的是(   ),"[-0.3289611446005957,0.11853930367422955,0.02560469614607947,0.268749580851623,0.6063018180429935]"
349,-,"(2015•武汉)关于声现象,下列说法正确的是(  )","[-0.26862154422061785,0.41157598740288187,-0.3979990727135113,-0.10421785712242126,0.6314996927976608]"
350,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
351,20年10月10日物理练习,"(济南中考)2016年6月30日晚,《新年永恒》——建党95周年音乐会在北京人民大会堂举行,音乐会上,男中音放声独...","[-0.3042607696049593,-0.02491029413332316,0.013450349257750944,0.4532715647735379,0.04912706688893113]"
352,20年10月10日物理练习,"下列估测的数据中,最接近实际的是( )","[-0.4642851260956377,0.04068236090242863,-0.08092996766790748,0.5834452044218779,0.029704513773322106]"
353,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
354,-,"(2014武汉四月)下列四幅图中,关于声现象的描述正确的是","[-0.3214162614196539,0.4179394404869527,-0.25063424929976463,-0.0866866134107113,0.5765056058764458]"
355,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
356,-,下列与声现象有关的说法中错误的是(  ),"[-0.24962555766105654,0.2713795639574528,-0.5142209708690644,-0.2611677348613739,0.6975926011800766]"
357,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )","[-0.11727611707257372,0.20250598075134413,-0.3872940411259021,-0.12585491154875073,0.40114128802503857]"
358,20年10月10日物理练习,"如图所示的现象可知，发声的鼓面和扬声器都在,由于鼓面发声时，现象不明显，所以我们在鼓面和扬声器上都放...","[-0.17462072441620485,-0.0073386237380050475,0.05591733058515404,0.26840676628940163,0.13802811077662877]"
359,20年10月10日物理练习,控制噪声的基本方法是:①防止噪声的产生;②阻止噪声的传播;③防止噪声传入耳朵.以下措施中属于 方法①的是;...,"[-0.23501825515025604,-0.1742115180628995,0.2631297692035635,-0.051779825492606804,0.0016606753536810477]"
360,20年10月10日物理练习,"小提琴声是通过琴弓与琴弦的摩擦使琴弦振动(如图所示),琴弦将振动传递给木质的琴码和琴箱,再使琴箱内的空气...","[-0.04861802456434816,-0.17470947575444976,0.16452114924322814,0.2443278341864546,0.13000415490629771]"
361,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
362,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )","[-0.11727611707257372,0.20250598075134413,-0.3872940411259021,-0.12585491154875073,0.40114128802503857]"
363,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
364,-,"(2011武汉五月)如图所示,用一张硬卡片分别快拨和慢拨木梳的齿,听到卡片声音发生变化.这个实验用来探究  (  ...","[0.026013626990949407,0.06079786007895189,-0.009110683410921517,-0.024801929097841766,0.0815141589161666]"
365,20年10月10日物理练习,"如图,在“测量平均速度”的实验中,提供的实验器材有:木板(长为120.0cm,底端有金属挡板)、小车(长...","[-0.2830909684832607,-0.126135305013685,-0.07272686995565891,0.29755709213869913,-0.006290931742460954]"
366,20年10月10日物理练习,"星期天,小明在练小提琴之前需要调整琴弦的松紧程度,他这样做的目的是改变琴声的.悠扬 的琴声吵醒了正在熟睡...","[-0.12494905215377608,-0.15055525535717607,0.1512851275814076,0.2939356453522729,0.039713476765124746]"
367,20年10月10日物理练习,"为使教室内的学生免受环境噪声的干扰,下列哪种方法是最不合理的( )","[-0.4928371492200173,0.11593235799899469,0.16150478502878776,0.4232465611734929,0.04543418551866825]"
368,20年10月10日物理练习,"“惊弓之鸟”讲的是魏国有一个有名的射箭能手叫更羸,有一天,他看见天上有一群 大雁从他们头上飞...","[-0.06526790049515271,-0.10855285391995781,0.1001798554789275,0.38342360740429476,0.15168388599627897]"
369,20年10月10日物理练习,"以下事例,表明声可以传递信息的是(按顺序填序号);表明声可以传递能量的是. 1人们挑选瓷器时,总要敲击几下,...","[-0.15721419589086014,0.026674924418330193,0.05468699107454582,0.33474475517868996,0.24794486689973963]"
370,20年10月10日物理练习,"一位同学用刻度尺5次测得某物体的长度分别是:10.42cm、10.21cm、10.43cm、10.44cm、10.43cm,这 些数据中,错...","[-0.15069858520291746,-0.07828507370625933,-0.059767087300618485,0.2907092568154136,-0.024011199517796435]"
371,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
372,20年10月10日物理练习,"在一条长绳的一端系一个小铁块就做成了一个摆,要测出它摆动一个来回所用的时间(周期: T),方法是 :用秒表测...","[-0.17009377441453663,0.01971253769641573,0.06003307265398855,0.25715851257766853,-0.058856227858500046]"
373,20年10月10日物理练习,"公园里正在进行庆“六一”文艺汇演,小朋友的欢呼声传遍整个公园,这反映了声音(填“响度&rdq...","[-0.19523012762268382,0.09805681835860014,0.11974759240235601,0.3069559186697006,-0.1218974980570021]"
374,20年10月10日物理练习,"如图所示,用薄塑料片在甲、乙两把塑料梳子的齿上用同样的速度分别划一次,则()","[-0.30784808062016966,0.0023694830015301704,0.079333468961219,0.47524952193101244,0.014151471356550852]"
375,20年10月10日物理练习,"如图,停表的读数是mins;","[-0.5979002482361263,0.003548185858461592,0.026501896480719246,0.7211897762285339,-0.024426396004855633]"
376,20年10月10日物理练习,"声既可以传递信息,也可以传递能量,利用超声波“B超”可以更准确地诊断人体内部的器官是否患病,这...","[-0.15262109066613697,0.004588886396959424,0.00892014941200614,0.4038808227262714,0.19466234053569761]"
377,20年10月10日物理练习,"(2019无锡)小明和小红从同一地点、沿同一直线,以大小相等的速度,同时向相反方向匀速行走,1min后 两人相距12...","[-0.19874445574644667,-0.11353909854705518,-0.02954885675213658,0.2709667359192211,0.04977956709738535]"
378,20年10月10日物理练习,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.18897457631385844,0.4707149628387845,0.2002844778092011,0.33611835822786973,-0.17449686141765636]"
379,20年10月10日物理练习,"海洋动物质量越大,其叫声越有力而低沉,即响度较_______,音调较_______如图所示,甲、乙两曲线为科考船声呐系...","[-0.15753743779801185,0.0015215384995653516,-0.02088181199949412,0.2781071655807041,-0.04600055976992561]"
380,20年10月10日物理练习,"长沙福元路大桥东入口采用了全封闭的隔音措施,如图所示,该设施长175m,高7m.由隔音板组成,能 降噪20分贝左右...","[-0.32260629666658736,-0.10056587518192828,0.09897571286031355,0.31928319266686833,0.07838613314864536]"
381,20年10月10日物理练习,"关于“声速”,以下说法正确的是()","[-0.5539466436952353,0.15540747195482255,-0.16998401880264283,0.4213591456413269,0.29374870005995035]"
382,20年10月10日物理练习,"一辆汽车在平直的公路上行驶了120km 的路程,前半段路程的平均速度为60km/h,后半段路程的平均 速度为40km/h....","[-0.13300478119741788,-0.2972363433377309,0.19661868143488062,0.22587300070815466,0.08895527334375815]"
383,20年10月10日物理练习,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...","[-0.20407648454420269,0.2225631706144971,-0.1934811199704806,0.2575541972182691,0.19659182844528306]"
384,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
385,20年10月10日物理练习,"小枫同学有一次上学迟到了,走到教室门外就听到教室里有敲桌子的声音, 这是根据声音的来判断的;走进教室里,...","[-0.2343377035678081,-0.08880284056067467,0.22792228781010793,0.22695771361822667,-0.002179888765449109]"
386,-,"如图所示是楼梯中的一部分,从A到B是长短不同的铁护栏.一位同学用一根小木棒迅速从B到A逐一敲过铁护栏栏杆,...","[-0.06496831157710403,0.20642000040970743,0.11701178329531103,-0.11498774553183466,-0.019832831574603915]"
387,-,"(18武汉)如图所示,在筷子上捆一些棉花,做一个活塞,用水蘸湿棉花后插入两端开口的竹管中,用嘴吹管的上端,可...","[0.07828451072176297,0.29347707248396343,0.03208016950844063,0.15841734062673316,-0.20247504901554847]"
388,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
389,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
390,20年10月10日物理练习,"如图所示,一木块在水平面上运动时,在相等时间内连续拍摄4次“频闪”照片,频闪的时间间隔为0.02s....","[-0.17963294791323797,-0.18040332215882482,0.018557720817625523,0.3449122154020837,-0.04052578947240753]"
391,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
392,20年10月10日物理练习,"(无锡中考)小明想测量无锡地铁的运行速度.他测得地铁从堰桥站出发到达锡北运河站所用时间为2 min,在手机中...","[-0.1717318999581039,-0.12194798064107695,0.060392995578392096,0.33146388417420286,0.014888626484510798]"
393,20年10月10日物理练习,"阅读下列材料,按要求完成后面提出的问题. 材料一:蝙蝠在黑暗中能自由地飞翔,用蜡封住其耳朵,虽然把它放在明...","[-0.12560871251237887,0.001868502702564001,-0.053233704917753734,0.37963138287886977,-0.005495552788488567]"
394,-,"(2012武汉四月)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是","[-0.34380125836469233,0.14777352241799235,0.6260486333630979,-0.18926552293123677,0.2694843225181103]"
395,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
396,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
397,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
398,-,"在学校的运动会上,100m跑道的发令台上有一块“板子”,关于这块板子的作用,下列说法中正确的是(  ...","[-0.01686169987078756,0.16223533611628227,-0.352218562271446,-0.07054233166854829,0.3624737551435828]"
399,-,"(2014武汉四月)下列四幅图中,关于声现象的描述正确的是","[-0.3214162614196539,0.4179394404869527,-0.25063424929976463,-0.0866866134107113,0.5765056058764458]"
400,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
401,-,(2014武汉中考)下列关于声的说法正确的是,"[-0.28099851975483553,0.4025644143777234,-0.3752571610467774,-0.02898862212896347,0.6331862189940044]"
402,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
403,-,"(19武汉)关于声现象,下列说法错误的是","[-0.2879369892179966,0.405343372374773,-0.42893155770642416,-0.11401194946042129,0.6113772626434053]"
404,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
405,-,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )","[-0.01880753512627312,0.10333994456699916,0.28043137630447745,-0.18550161751253263,-0.011444299681378261]"
406,-,(17武汉)下列事例中利用声传递能量的是(   ),"[-0.3289611446005957,0.11853930367422955,0.02560469614607947,0.268749580851623,0.6063018180429935]"
407,-,(2014武汉中考)下列关于声的说法正确的是,"[-0.28099851975483553,0.4025644143777234,-0.3752571610467774,-0.02898862212896347,0.6331862189940044]"
408,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
409,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是","[-0.30979096845516724,0.14808759134676722,0.39311159029603004,-0.21044963487010035,0.1172044641441769]"
410,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
411,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
412,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
413,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
414,-,下列与声现象有关的说法中错误的是(  ),"[-0.24962555766105654,0.2713795639574528,-0.5142209708690644,-0.2611677348613739,0.6975926011800766]"
415,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
416,-,"在学校的运动会上,100m跑道的发令台上有一块“板子”,关于这块板子的作用,下列说法中正确的是(  ...","[-0.01686169987078756,0.16223533611628227,-0.352218562271446,-0.07054233166854829,0.3624737551435828]"
417,-,"美国乔治梅森大学工程专业的两名学生Seth Robertson 和Viet Tran研究制造的声波灭火装置,如图所示,为消防灭...","[-0.22942717876285315,0.1377542670816183,-0.3348423348274082,0.06166856889612973,0.18593693953007462]"
418,-,"（修正）如图所示,7个相同的水瓶中灌入不同高度的水,仔细调节水的高度后,用相同的力敲击它们,可以发出&ldqu...","[-0.01804412726093741,0.2543034965501112,0.006283867501598947,-0.12555427279542475,0.014810381101115662]"
419,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
420,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )","[-0.3016548954183236,0.11238195979967713,0.5894278171472251,-0.16748183855088428,0.24745725467801094]"
421,-,"(2015•武汉)关于声现象,下列说法正确的是(  )","[-0.26862154422061785,0.41157598740288187,-0.3979990727135113,-0.10421785712242126,0.6314996927976608]"
422,-,下列与声现象有关的说法中错误的是(  ),"[-0.24962555766105654,0.2713795639574528,-0.5142209708690644,-0.2611677348613739,0.6975926011800766]"
423,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
424,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
425,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
426,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
427,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),"[-0.28658276866190135,0.35105537297204137,-0.34557170420885086,-0.053420767188072205,0.625559551641345]"
428,-,"如图所示是楼梯中的一部分,从A到B是长短不同的铁护栏.一位同学用一根小木棒迅速从B到A逐一敲过铁护栏栏杆,...","[-0.06496831157710403,0.20642000040970743,0.11701178329531103,-0.11498774553183466,-0.019832831574603915]"
429,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
430,-,下列事例中利用声传递能量的是(    ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
431,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
432,-,"美国乔治梅森大学工程专业的两名学生Seth Robertson 和Viet Tran研究制造的声波灭火装置,如图所示,为消防灭...","[-0.22942717876285315,0.1377542670816183,-0.3348423348274082,0.06166856889612973,0.18593693953007462]"
433,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
434,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.00017868830925888484,0.5792076150990194,0.23840243948830497,0.10517553105536434,-0.22386043270428974]"
435,-,"为了探究音调与什么因素有关,小明设计了下面几个实验,如图所示,你认为不能够完成探究目的的是  (     )","[-0.11274854781325248,-0.0717445721521097,-0.10524330994881251,-0.0508776175625184,0.038269686457865375]"
436,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),"[-0.28658276866190135,0.35105537297204137,-0.34557170420885086,-0.053420767188072205,0.625559551641345]"
437,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
438,-,"(19武汉)关于声现象,下列说法错误的是","[-0.2879369892179966,0.405343372374773,-0.42893155770642416,-0.11401194946042129,0.6113772626434053]"
439,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
440,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )","[-0.11727611707257372,0.20250598075134413,-0.3872940411259021,-0.12585491154875073,0.40114128802503857]"
441,-,下列事例中利用声传递能量的是(    ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
442,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
443,-,"(2011武汉五月)如图所示,用一张硬卡片分别快拨和慢拨木梳的齿,听到卡片声音发生变化.这个实验用来探究  (  ...","[0.026013626990949407,0.06079786007895189,-0.009110683410921517,-0.024801929097841766,0.0815141589161666]"
444,-,(2014武汉中考)下列关于声的说法正确的是,"[-0.28099851975483553,0.4025644143777234,-0.3752571610467774,-0.02898862212896347,0.6331862189940044]"
445,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
446,-,下列事例中利用声传递能量的是(    ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
447,-,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )","[-0.01880753512627312,0.10333994456699916,0.28043137630447745,-0.18550161751253263,-0.011444299681378261]"
448,-,"（修正）如图所示,7个相同的水瓶中灌入不同高度的水,仔细调节水的高度后,用相同的力敲击它们,可以发出&ldqu...","[-0.01804412726093741,0.2543034965501112,0.006283867501598947,-0.12555427279542475,0.014810381101115662]"
449,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.00017868830925888484,0.5792076150990194,0.23840243948830497,0.10517553105536434,-0.22386043270428974]"
450,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
451,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
452,-,"(16武汉)下列措施中,不能减弱噪声的是","[-0.2412956416872995,-0.03586612502112985,0.15539899787732533,-0.2700808729444231,0.3057051543146372]"
453,-,"(2006武汉中考)近年来,我市城市建设和发展越来越注重以人为本。如主城区汽车禁鸣、主干道路面刷黑、王家墩...","[0.16544218827039003,0.420649162804087,0.36003850152095157,-0.006895922874617907,-0.26137666404247284]"
454,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
455,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是","[-0.30979096845516724,0.14808759134676722,0.39311159029603004,-0.21044963487010035,0.1172044641441769]"
456,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...","[-0.01589714391157031,0.05127583686262369,0.01716440198943019,-0.03552091089077294,0.3721366718411446]"
457,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
458,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
459,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
460,-,(17武汉)下列事例中利用声传递能量的是(   ),"[-0.3289611446005957,0.11853930367422955,0.02560469614607947,0.268749580851623,0.6063018180429935]"
461,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
462,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),"[-0.28658276866190135,0.35105537297204137,-0.34557170420885086,-0.053420767188072205,0.625559551641345]"
463,-,(2013武汉中考)下列做法用来改变音调的是,"[-0.0943819738458842,0.1651835567317903,-0.07316651591099799,-0.0677948035299778,0.2501467815018259]"
464,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是","[-0.30979096845516724,0.14808759134676722,0.39311159029603004,-0.21044963487010035,0.1172044641441769]"
465,-,(2013武汉中考)下列做法用来改变音调的是,"[-0.0943819738458842,0.1651835567317903,-0.07316651591099799,-0.0677948035299778,0.2501467815018259]"
